project_id,month,treat,post,matched_pair_id,age_years_pre,activity_pre,star_growth_pre,propensity_score,contributors,release_freq,new_sponsors,revenue_growth_rate,monthly_revenue_usd
P0086,2024-08,0,0,5,7,8.43,-0.002,0.5436,25,0.85,4,0.1381,883.51
P0086,2024-09,0,0,5,7,8.43,-0.002,0.5436,29,0.83,3,0.1909,924.5
P0086,2024-10,0,0,5,7,8.43,-0.002,0.5436,28,0.78,5,0.2834,996.3
P0086,2024-11,0,0,5,7,8.43,-0.002,0.5436,29,0.74,4,0.209,938.55
P0086,2024-12,0,0,5,7,8.43,-0.002,0.5436,28,0.68,3,0.1931,926.2
P0086,2025-01,0,0,5,7,8.43,-0.002,0.5436,26,0.84,3,0.1303,877.45
P0086,2025-02,0,0,5,7,8.43,-0.002,0.5436,31,1.13,3,0.1291,876.52
P0086,2025-03,0,0,5,7,8.43,-0.002,0.5436,30,0.96,1,0.2087,938.31
P0086,2025-04,0,0,5,7,8.43,-0.002,0.5436,26,0.88,4,0.1465,890.03
P0086,2025-05,0,0,5,7,8.43,-0.002,0.5436,28,0.72,4,0.1473,890.65
P0086,2025-06,0,0,5,7,8.43,-0.002,0.5436,30,0.94,6,0.1452,889.02
P0086,2025-07,0,0,5,7,8.43,-0.002,0.5436,27,0.94,5,0.1171,867.2
P0086,2025-08,0,0,5,7,8.43,-0.002,0.5436,32,0.49,3,0.1854,920.23
P0086,2025-09,0,0,5,7,8.43,-0.002,0.5436,30,0.62,2,0.2087,938.31
P0086,2025-10,0,0,5,7,8.43,-0.002,0.5436,30,0.69,4,0.1418,886.38
P0086,2025-11,0,0,5,7,8.43,-0.002,0.5436,34,0.74,3,0.2024,933.42
P0086,2025-12,0,0,5,7,8.43,-0.002,0.5436,25,0.54,3,0.1214,870.54
P0087,2024-01,1,0,30,5,10.24,0.193,0.619,19,0.9,3,0.1149,359.85
P0087,2024-02,1,0,30,5,10.24,0.193,0.619,24,0.5,3,0.1226,362.33
P0087,2024-03,1,0,30,5,10.24,0.193,0.619,18,0.64,3,0.0848,350.13
P0087,2024-04,1,0,30,5,10.24,0.193,0.619,20,0.32,2,0.1432,368.98
P0087,2024-05,1,0,30,5,10.24,0.193,0.619,20,0.39,5,0.079,348.26
P0087,2024-06,1,0,30,5,10.24,0.193,0.619,21,0.67,4,0.1478,370.46
P0087,2024-07,1,0,30,5,10.24,0.193,0.619,21,0.66,3,0.1501,371.21
P0087,2024-08,1,0,30,5,10.24,0.193,0.619,23,0.61,4,0.1152,359.94
P0087,2024-09,1,0,30,5,10.24,0.193,0.619,23,0.51,4,0.1902,384.15
P0087,2024-10,1,1,30,5,10.24,0.193,0.619,18,0.69,7,0.1936,385.25
P0087,2024-11,1,1,30,5,10.24,0.193,0.619,21,0.5,8,0.1641,375.72
P0087,2024-12,1,1,30,5,10.24,0.193,0.619,21,0.44,6,0.1144,359.68
P0087,2025-01,1,1,30,5,10.24,0.193,0.619,18,0.78,9,0.1179,360.81
P0087,2025-02,1,1,30,5,10.24,0.193,0.619,24,0.79,8,0.1876,383.31
P0087,2025-03,1,1,30,5,10.24,0.193,0.619,19,0.5,7,0.1063,357.07
P0087,2025-04,1,1,30,5,10.24,0.193,0.619,21,0.93,8,0.1674,376.79
P0087,2025-05,1,1,30,5,10.24,0.193,0.619,22,0.44,7,0.1152,359.94
P0087,2025-06,1,1,30,5,10.24,0.193,0.619,24,0.49,7,0.1529,372.11
P0087,2025-07,1,1,30,5,10.24,0.193,0.619,25,0.57,6,0.1851,382.5
P0087,2025-08,1,1,30,5,10.24,0.193,0.619,24,0.42,8,0.1987,386.89
P0087,2025-09,1,1,30,5,10.24,0.193,0.619,26,0.93,8,0.1906,384.28
P0087,2025-10,1,1,30,5,10.24,0.193,0.619,23,0.47,9,0.2251,395.41
P0087,2025-11,1,1,30,5,10.24,0.193,0.619,26,0.52,10,0.1656,376.21
P0087,2025-12,1,1,30,5,10.24,0.193,0.619,28,0.09,6,0.1931,385.08
P0088,2024-01,1,0,20,3,5.51,0.334,0.5945,20,2.36,5,0.1254,1078.53
P0088,2024-02,1,0,20,3,5.51,0.334,0.5945,24,2.38,4,0.1537,1105.65
P0088,2024-03,1,0,20,3,5.51,0.334,0.5945,19,2.42,5,0.1361,1088.78
P0088,2024-04,1,0,20,3,5.51,0.334,0.5945,24,2.1,3,0.1405,1093.0
P0088,2024-05,1,0,20,3,5.51,0.334,0.5945,18,2.41,4,0.1717,1122.9
P0088,2024-06,1,0,20,3,5.51,0.334,0.5945,24,2.21,7,0.137,1089.64
P0088,2024-07,1,0,20,3,5.51,0.334,0.5945,25,2.5,6,0.1637,1115.23
P0088,2024-08,1,0,20,3,5.51,0.334,0.5945,21,2.77,5,0.1564,1108.24
P0088,2024-09,1,0,20,3,5.51,0.334,0.5945,21,2.54,7,0.1257,1078.81
P0088,2024-10,1,0,20,3,5.51,0.334,0.5945,26,2.18,7,0.1891,1139.57
P0088,2024-11,1,0,20,3,5.51,0.334,0.5945,23,2.15,5,0.1418,1094.24
P0088,2024-12,1,1,20,3,5.51,0.334,0.5945,22,1.95,5,0.2005,1150.5
P0088,2025-01,1,1,20,3,5.51,0.334,0.5945,27,2.57,12,0.2331,1181.74
P0088,2025-02,1,1,20,3,5.51,0.334,0.5945,25,1.96,9,0.2083,1157.97
P0088,2025-03,1,1,20,3,5.51,0.334,0.5945,25,2.24,9,0.2069,1156.63
P0088,2025-04,1,1,20,3,5.51,0.334,0.5945,22,2.52,10,0.1838,1134.49
P0088,2025-05,1,1,20,3,5.51,0.334,0.5945,24,2.38,10,0.2219,1171.01
P0088,2025-06,1,1,20,3,5.51,0.334,0.5945,23,2.51,10,0.2244,1173.4
P0088,2025-07,1,1,20,3,5.51,0.334,0.5945,26,2.11,10,0.1941,1144.37
P0088,2025-08,1,1,20,3,5.51,0.334,0.5945,24,2.31,11,0.2391,1187.49
P0088,2025-09,1,1,20,3,5.51,0.334,0.5945,25,2.27,11,0.2151,1164.49
P0088,2025-10,1,1,20,3,5.51,0.334,0.5945,23,2.02,9,0.2106,1160.18
P0088,2025-11,1,1,20,3,5.51,0.334,0.5945,26,2.37,12,0.2484,1196.4
P0088,2025-12,1,1,20,3,5.51,0.334,0.5945,29,2.38,10,0.2569,1204.55
P0089,2024-01,0,0,40,5,32.55,0.168,0.8076,27,1.68,3,0.1539,612.16
P0089,2024-02,0,0,40,5,32.55,0.168,0.8076,25,1.35,3,0.114,590.99
P0089,2024-03,0,0,40,5,32.55,0.168,0.8076,25,1.72,5,0.1604,615.6
P0089,2024-04,0,0,40,5,32.55,0.168,0.8076,28,1.5,3,0.1693,620.33
P0089,2024-05,0,0,40,5,32.55,0.168,0.8076,29,1.32,5,0.1852,628.76
P0089,2024-06,0,0,40,5,32.55,0.168,0.8076,30,1.53,5,0.1505,610.35
P0089,2024-07,0,0,40,5,32.55,0.168,0.8076,25,1.68,7,0.1202,594.28
P0089,2024-08,0,0,40,5,32.55,0.168,0.8076,29,1.44,5,0.1692,620.27
P0089,2024-09,0,0,40,5,32.55,0.168,0.8076,29,1.87,4,0.1728,622.18
P0089,2024-10,0,0,40,5,32.55,0.168,0.8076,29,1.31,4,0.1141,591.04
P0089,2024-11,0,0,40,5,32.55,0.168,0.8076,27,1.57,2,0.1553,612.9
P0089,2024-12,0,0,40,5,32.55,0.168,0.8076,27,1.54,5,0.1951,634.01
P0089,2025-01,0,0,40,5,32.55,0.168,0.8076,30,1.51,5,0.1998,636.51
P0089,2025-02,0,0,40,5,32.55,0.168,0.8076,30,1.41,3,0.183,627.59
P0089,2025-03,0,0,40,5,32.55,0.168,0.8076,32,1.32,3,0.1501,610.14
P0089,2025-04,0,0,40,5,32.55,0.168,0.8076,29,1.79,5,0.1859,629.13
P0089,2025-05,0,0,40,5,32.55,0.168,0.8076,35,1.5,5,0.1454,607.65
P0089,2025-06,0,0,40,5,32.55,0.168,0.8076,30,1.92,4,0.163,616.98
P0089,2025-07,0,0,40,5,32.55,0.168,0.8076,31,1.49,7,0.1938,633.32
P0089,2025-08,0,0,40,5,32.55,0.168,0.8076,33,1.52,4,0.2468,661.44
P0089,2025-09,0,0,40,5,32.55,0.168,0.8076,35,1.49,7,0.222,648.28
P0089,2025-10,0,0,40,5,32.55,0.168,0.8076,32,1.4,4,0.1993,636.24
P0089,2025-11,0,0,40,5,32.55,0.168,0.8076,34,1.58,6,0.199,636.08
P0089,2025-12,0,0,40,5,32.55,0.168,0.8076,32,1.67,5,0.2255,650.14
P0091,2024-01,0,0,32,5,15.71,0.375,0.7562,11,1.83,5,0.073,1680.95
P0091,2024-02,0,0,32,5,15.71,0.375,0.7562,11,2.19,4,0.1214,1756.77
P0091,2024-03,0,0,32,5,15.71,0.375,0.7562,14,1.64,3,0.1415,1788.26
P0091,2024-04,0,0,32,5,15.71,0.375,0.7562,9,1.78,5,0.0994,1722.31
P0091,2024-05,0,0,32,5,15.71,0.375,0.7562,10,2.08,3,0.0955,1716.2
P0091,2024-06,0,0,32,5,15.71,0.375,0.7562,12,1.82,5,0.1314,1772.44
P0091,2024-07,0,0,32,5,15.71,0.375,0.7562,12,2.3,5,0.0652,1668.73
P0091,2024-08,0,0,32,5,15.71,0.375,0.7562,11,2.23,6,0.0374,1625.18
P0091,2024-09,0,0,32,5,15.71,0.375,0.7562,11,1.84,3,0.0605,1661.37
P0091,2024-10,0,0,32,5,15.71,0.375,0.7562,12,1.94,3,0.1467,1796.41
P0091,2024-11,0,0,32,5,15.71,0.375,0.7562,15,2.03,3,0.1168,1749.57
P0091,2024-12,0,0,32,5,15.71,0.375,0.7562,15,2.03,4,0.0944,1714.48
P0091,2025-01,0,0,32,5,15.71,0.375,0.7562,13,1.78,6,0.069,1674.68
P0091,2025-02,0,0,32,5,15.71,0.375,0.7562,20,1.81,6,0.1649,1824.92
P0091,2025-03,0,0,32,5,15.71,0.375,0.7562,13,1.86,8,0.0796,1691.29
P0091,2025-04,0,0,32,5,15.71,0.375,0.7562,14,1.91,4,0.1135,1744.4
P0091,2025-05,0,0,32,5,15.71,0.375,0.7562,16,1.81,4,0.1011,1724.97
P0091,2025-06,0,0,32,5,15.71,0.375,0.7562,14,2.05,3,0.0882,1704.76
P0091,2025-07,0,0,32,5,15.71,0.375,0.7562,20,1.8,5,0.1083,1736.25
P0091,2025-08,0,0,32,5,15.71,0.375,0.7562,15,2.0,5,0.1417,1788.58
P0091,2025-09,0,0,32,5,15.71,0.375,0.7562,18,2.12,3,0.1313,1772.28
P0091,2025-10,0,0,32,5,15.71,0.375,0.7562,17,2.2,4,0.0946,1714.79
P0091,2025-11,0,0,32,5,15.71,0.375,0.7562,16,1.76,4,0.1099,1738.76
P0091,2025-12,0,0,32,5,15.71,0.375,0.7562,16,1.7,3,0.0266,1608.26
P0097,2024-01,0,0,41,7,21.3,0.313,0.8096,13,0.5,2,0.1115,2067.78
P0097,2024-02,0,0,41,7,21.3,0.313,0.8096,15,0.63,2,0.0446,1943.32
P0097,2024-03,0,0,41,7,21.3,0.313,0.8096,13,0.9,4,0.0616,1974.95
P0097,2024-04,0,0,41,7,21.3,0.313,0.8096,13,0.61,4,0.0373,1929.74
P0097,2024-05,0,0,41,7,21.3,0.313,0.8096,14,0.63,5,0.0717,1993.74
P0097,2024-06,0,0,41,7,21.3,0.313,0.8096,16,0.41,0,0.112,2068.71
P0097,2024-07,0,0,41,7,21.3,0.313,0.8096,18,0.62,3,0.0969,2040.62
P0097,2024-08,0,0,41,7,21.3,0.313,0.8096,14,0.81,3,0.0922,2031.87
P0097,2024-09,0,0,41,7,21.3,0.313,0.8096,20,0.78,3,0.0713,1992.99
P0097,2024-10,0,0,41,7,21.3,0.313,0.8096,20,0.74,2,0.1315,2104.99
P0097,2024-11,0,0,41,7,21.3,0.313,0.8096,16,0.79,5,0.0459,1945.74
P0097,2024-12,0,0,41,7,21.3,0.313,0.8096,15,0.68,3,0.129,2100.34
P0097,2025-01,0,0,41,7,21.3,0.313,0.8096,19,0.65,2,0.1152,2074.66
P0097,2025-02,0,0,41,7,21.3,0.313,0.8096,16,0.68,4,0.0714,1993.18
P0097,2025-03,0,0,41,7,21.3,0.313,0.8096,14,0.83,2,0.1262,2095.13
P0097,2025-04,0,0,41,7,21.3,0.313,0.8096,17,0.59,2,0.0594,1970.85
P0097,2025-05,0,0,41,7,21.3,0.313,0.8096,19,0.77,2,0.0893,2026.48
P0097,2025-06,0,0,41,7,21.3,0.313,0.8096,17,0.53,4,0.1499,2139.22
P0097,2025-07,0,0,41,7,21.3,0.313,0.8096,19,0.82,1,0.1257,2094.2
P0097,2025-08,0,0,41,7,21.3,0.313,0.8096,17,0.59,2,0.1287,2099.78
P0097,2025-09,0,0,41,7,21.3,0.313,0.8096,19,0.48,2,0.0907,2029.08
P0097,2025-10,0,0,41,7,21.3,0.313,0.8096,20,0.75,4,0.0927,2032.8
P0097,2025-11,0,0,41,7,21.3,0.313,0.8096,20,0.77,1,0.1227,2088.61
P0097,2025-12,0,0,41,7,21.3,0.313,0.8096,21,0.71,6,0.1364,2114.1
P0099,2024-01,0,0,29,10,17.93,0.084,0.7487,8,1.5,5,0.0618,626.02
P0099,2024-02,0,0,29,10,17.93,0.084,0.7487,6,1.54,4,0.0895,642.35
P0099,2024-03,0,0,29,10,17.93,0.084,0.7487,11,1.43,1,0.0541,621.48
P0099,2024-04,0,0,29,10,17.93,0.084,0.7487,7,1.37,2,0.073,632.62
P0099,2024-05,0,0,29,10,17.93,0.084,0.7487,8,1.29,4,0.1182,659.27
P0099,2024-06,0,0,29,10,17.93,0.084,0.7487,13,1.82,4,0.0881,641.52
P0099,2024-07,0,0,29,10,17.93,0.084,0.7487,9,1.59,2,0.1433,674.07
P0099,2024-08,0,0,29,10,17.93,0.084,0.7487,10,1.44,3,0.1078,653.14
P0099,2024-09,0,0,29,10,17.93,0.084,0.7487,12,1.77,5,0.0665,628.79
P0099,2024-10,0,0,29,10,17.93,0.084,0.7487,14,1.89,4,0.0611,625.6
P0099,2024-11,0,0,29,10,17.93,0.084,0.7487,14,1.66,4,0.1056,651.84
P0099,2024-12,0,0,29,10,17.93,0.084,0.7487,10,1.3,5,0.0596,624.72
P0099,2025-01,0,0,29,10,17.93,0.084,0.7487,12,1.29,3,0.0483,618.06
P0099,2025-02,0,0,29,10,17.93,0.084,0.7487,13,1.75,4,0.083,638.52
P0099,2025-03,0,0,29,10,17.93,0.084,0.7487,9,1.93,3,0.1247,663.1
P0099,2025-04,0,0,29,10,17.93,0.084,0.7487,14,1.51,3,0.1121,655.67
P0099,2025-05,0,0,29,10,17.93,0.084,0.7487,12,1.93,3,0.0974,647.01
P0099,2025-06,0,0,29,10,17.93,0.084,0.7487,14,1.39,3,0.0886,641.82
P0099,2025-07,0,0,29,10,17.93,0.084,0.7487,12,1.56,5,0.0947,645.41
P0099,2025-08,0,0,29,10,17.93,0.084,0.7487,13,2.01,6,0.1228,661.98
P0099,2025-09,0,0,29,10,17.93,0.084,0.7487,13,1.84,4,0.1051,651.54
P0099,2025-10,0,0,29,10,17.93,0.084,0.7487,16,1.49,5,0.094,645.0
P0099,2025-11,0,0,29,10,17.93,0.084,0.7487,13,0.93,5,0.0766,634.74
P0099,2025-12,0,0,29,10,17.93,0.084,0.7487,14,1.61,4,0.128,665.05
P0100,2024-01,1,0,26,4,15.49,0.109,0.6075,12,2.41,2,0.0805,1702.47
P0100,2024-02,1,0,26,4,15.49,0.109,0.6075,13,2.06,5,0.0335,1628.41
P0100,2024-03,1,0,26,4,15.49,0.109,0.6075,14,2.13,7,0.1433,1801.42
P0100,2024-04,1,0,26,4,15.49,0.109,0.6075,13,2.55,3,0.0664,1680.25
P0100,2024-05,1,0,26,4,15.49,0.109,0.6075,14,2.67,5,0.0941,1723.9
P0100,2024-06,1,0,26,4,15.49,0.109,0.6075,17,2.54,5,0.1119,1751.94
P0100,2024-07,1,0,26,4,15.49,0.109,0.6075,14,2.41,6,0.1492,1810.71
P0100,2024-08,1,0,26,4,15.49,0.109,0.6075,14,2.15,6,0.1529,1816.54
P0100,2024-09,1,0,26,4,15.49,0.109,0.6075,19,2.12,2,0.1883,1872.32
P0100,2024-10,1,0,26,4,15.49,0.109,0.6075,16,2.27,2,0.1535,1817.49
P0100,2024-11,1,1,26,4,15.49,0.109,0.6075,13,2.36,9,0.1715,1845.85
P0100,2024-12,1,1,26,4,15.49,0.109,0.6075,14,2.54,7,0.1656,1836.55
P0100,2025-01,1,1,26,4,15.49,0.109,0.6075,16,2.13,9,0.1545,1819.06
P0100,2025-02,1,1,26,4,15.49,0.109,0.6075,15,1.95,8,0.1606,1828.68
P0100,2025-03,1,1,26,4,15.49,0.109,0.6075,14,2.63,10,0.1559,1821.27
P0100,2025-04,1,1,26,4,15.49,0.109,0.6075,17,2.64,11,0.1893,1873.9
P0100,2025-05,1,1,26,4,15.49,0.109,0.6075,16,2.16,7,0.2015,1893.12
P0100,2025-06,1,1,26,4,15.49,0.109,0.6075,17,2.09,10,0.1457,1805.2
P0100,2025-07,1,1,26,4,15.49,0.109,0.6075,16,2.33,9,0.1733,1848.69
P0100,2025-08,1,1,26,4,15.49,0.109,0.6075,15,2.37,6,0.203,1895.48
P0100,2025-09,1,1,26,4,15.49,0.109,0.6075,19,2.49,8,0.213,1911.24
P0100,2025-10,1,1,26,4,15.49,0.109,0.6075,19,2.09,9,0.1821,1862.55
P0100,2025-11,1,1,26,4,15.49,0.109,0.6075,17,2.44,8,0.1706,1844.43
P0100,2025-12,1,1,26,4,15.49,0.109,0.6075,16,2.55,10,0.2099,1906.35
P0102,2024-01,1,0,39,11,3.33,0.138,0.6578,7,0.83,0,0.0806,1325.77
P0102,2024-02,1,0,39,11,3.33,0.138,0.6578,8,0.29,3,0.0522,1290.92
P0102,2024-03,1,0,39,11,3.33,0.138,0.6578,9,0.14,1,0.0905,1337.91
P0102,2024-04,1,0,39,11,3.33,0.138,0.6578,13,0.57,1,0.1217,1376.19
P0102,2024-05,1,0,39,11,3.33,0.138,0.6578,13,0.09,1,0.1155,1368.58
P0102,2024-06,1,0,39,11,3.33,0.138,0.6578,8,0.27,0,0.0633,1304.54
P0102,2024-07,1,0,39,11,3.33,0.138,0.6578,11,0.49,5,0.0804,1325.52
P0102,2024-08,1,0,39,11,3.33,0.138,0.6578,13,0.7,2,0.127,1382.69
P0102,2024-09,1,1,39,11,3.33,0.138,0.6578,11,0.33,6,0.1185,1372.27
P0102,2024-10,1,1,39,11,3.33,0.138,0.6578,12,0.33,3,0.1352,1392.75
P0102,2024-11,1,1,39,11,3.33,0.138,0.6578,16,0.37,6,0.1472,1407.48
P0102,2024-12,1,1,39,11,3.33,0.138,0.6578,11,0.39,8,0.1054,1356.19
P0102,2025-01,1,1,39,11,3.33,0.138,0.6578,12,0.54,4,0.1355,1393.12
P0102,2025-02,1,1,39,11,3.33,0.138,0.6578,15,0.05,6,0.1729,1439.01
P0102,2025-03,1,1,39,11,3.33,0.138,0.6578,15,0.46,10,0.1207,1374.96
P0102,2025-04,1,1,39,11,3.33,0.138,0.6578,15,0.27,5,0.1111,1363.19
P0102,2025-05,1,1,39,11,3.33,0.138,0.6578,15,0.43,8,0.1399,1398.52
P0102,2025-06,1,1,39,11,3.33,0.138,0.6578,12,0.19,9,0.1,1349.57
P0102,2025-07,1,1,39,11,3.33,0.138,0.6578,17,0.35,4,0.1449,1404.65
P0102,2025-08,1,1,39,11,3.33,0.138,0.6578,16,0.2,7,0.1373,1395.33
P0102,2025-09,1,1,39,11,3.33,0.138,0.6578,18,0.4,8,0.158,1420.73
P0102,2025-10,1,1,39,11,3.33,0.138,0.6578,16,0.46,8,0.1388,1397.17
P0102,2025-11,1,1,39,11,3.33,0.138,0.6578,21,0.37,6,0.169,1434.22
P0102,2025-12,1,1,39,11,3.33,0.138,0.6578,14,0.37,7,0.1333,1390.42
P0103,2024-01,0,0,33,7,17.18,0.265,0.7606,34,0.65,6,0.1708,1631.73
P0103,2024-02,0,0,33,7,17.18,0.265,0.7606,31,0.6,3,0.1979,1669.5
P0103,2024-03,0,0,33,7,17.18,0.265,0.7606,31,0.53,3,0.112,1549.78
P0103,2024-04,0,0,33,7,17.18,0.265,0.7606,29,0.7,5,0.0888,1517.45
P0103,2024-05,0,0,33,7,17.18,0.265,0.7606,33,0.71,3,0.1508,1603.86
P0103,2024-06,0,0,33,7,17.18,0.265,0.7606,32,0.8,4,0.1962,1667.13
P0103,2024-07,0,0,33,7,17.18,0.265,0.7606,35,0.83,6,0.1657,1624.62
P0103,2024-08,0,0,33,7,17.18,0.265,0.7606,31,1.06,5,0.1536,1607.76
P0103,2024-09,0,0,33,7,17.18,0.265,0.7606,32,0.75,4,0.1773,1640.79
P0103,2024-10,0,0,33,7,17.18,0.265,0.7606,33,0.93,5,0.1597,1616.26
P0103,2024-11,0,0,33,7,17.18,0.265,0.7606,31,0.95,3,0.19,1658.49
P0103,2024-12,0,0,33,7,17.18,0.265,0.7606,32,0.58,6,0.1614,1618.63
P0103,2025-01,0,0,33,7,17.18,0.265,0.7606,33,0.8,2,0.1971,1668.39
P0103,2025-02,0,0,33,7,17.18,0.265,0.7606,36,0.74,6,0.1615,1618.77
P0103,2025-03,0,0,33,7,17.18,0.265,0.7606,35,0.89,4,0.2436,1733.19
P0103,2025-04,0,0,33,7,17.18,0.265,0.7606,35,0.63,2,0.1862,1653.2
P0103,2025-05,0,0,33,7,17.18,0.265,0.7606,37,0.7,6,0.2476,1738.77
P0103,2025-06,0,0,33,7,17.18,0.265,0.7606,35,0.86,4,0.1865,1653.61
P0103,2025-07,0,0,33,7,17.18,0.265,0.7606,36,0.92,2,0.1996,1671.87
P0103,2025-08,0,0,33,7,17.18,0.265,0.7606,39,0.71,7,0.2396,1727.62
P0103,2025-09,0,0,33,7,17.18,0.265,0.7606,35,0.88,5,0.1944,1664.62
P0103,2025-10,0,0,33,7,17.18,0.265,0.7606,35,0.84,4,0.1664,1625.6
P0103,2025-11,0,0,33,7,17.18,0.265,0.7606,37,1.32,6,0.2388,1726.5
P0103,2025-12,0,0,33,7,17.18,0.265,0.7606,35,0.85,8,0.1687,1628.81
P0106,2024-01,1,0,10,6,11.11,0.03,0.5661,25,2.66,5,0.2361,2297.54
P0106,2024-02,1,0,10,6,11.11,0.03,0.5661,25,2.18,2,0.17,2174.68
P0106,2024-03,1,0,10,6,11.11,0.03,0.5661,27,2.58,7,0.1319,2103.86
P0106,2024-04,1,0,10,6,11.11,0.03,0.5661,24,2.74,6,0.1691,2173.01
P0106,2024-05,1,0,10,6,11.11,0.03,0.5661,28,2.61,5,0.2295,2285.27
P0106,2024-06,1,0,10,6,11.11,0.03,0.5661,21,2.49,6,0.1589,2154.05
P0106,2024-07,1,0,10,6,11.11,0.03,0.5661,26,2.08,8,0.2078,2244.94
P0106,2024-08,1,0,10,6,11.11,0.03,0.5661,28,2.55,6,0.2091,2247.35
P0106,2024-09,1,0,10,6,11.11,0.03,0.5661,27,2.22,5,0.0855,2017.62
P0106,2024-10,1,0,10,6,11.11,0.03,0.5661,26,2.23,7,0.1357,2110.93
P0106,2024-11,1,0,10,6,11.11,0.03,0.5661,27,2.25,5,0.2104,2249.77
P0106,2024-12,1,0,10,6,11.11,0.03,0.5661,25,2.27,9,0.1514,2140.11
P0106,2025-01,1,0,10,6,11.11,0.03,0.5661,26,2.37,5,0.1905,2212.78
P0106,2025-02,1,0,10,6,11.11,0.03,0.5661,27,2.4,4,0.2004,2231.18
P0106,2025-03,1,0,10,6,11.11,0.03,0.5661,26,2.37,5,0.2062,2241.96
P0106,2025-04,1,0,10,6,11.11,0.03,0.5661,30,2.46,5,0.1661,2167.43
P0106,2025-05,1,1,10,6,11.11,0.03,0.5661,29,2.24,9,0.2463,2316.5
P0106,2025-06,1,1,10,6,11.11,0.03,0.5661,28,2.01,11,0.1875,2207.21
P0106,2025-07,1,1,10,6,11.11,0.03,0.5661,27,2.45,10,0.2042,2238.25
P0106,2025-08,1,1,10,6,11.11,0.03,0.5661,29,2.09,10,0.234,2293.64
P0106,2025-09,1,1,10,6,11.11,0.03,0.5661,30,2.52,12,0.3022,2420.4
P0106,2025-10,1,1,10,6,11.11,0.03,0.5661,34,2.49,11,0.3257,2464.08
P0106,2025-11,1,1,10,6,11.11,0.03,0.5661,28,2.12,7,0.2608,2343.45
P0106,2025-12,1,1,10,6,11.11,0.03,0.5661,32,2.62,10,0.2365,2298.28
P0107,2024-01,1,0,15,6,6.63,0.137,0.5744,19,0.4,1,0.058,207.34
P0107,2024-02,1,0,15,6,6.63,0.137,0.5744,18,0.67,2,0.0789,211.43
P0107,2024-03,1,0,15,6,6.63,0.137,0.5744,21,0.51,1,0.127,220.86
P0107,2024-04,1,0,15,6,6.63,0.137,0.5744,22,0.87,5,0.13,221.45
P0107,2024-05,1,0,15,6,6.63,0.137,0.5744,21,0.56,2,0.1239,220.25
P0107,2024-06,1,0,15,6,6.63,0.137,0.5744,23,0.75,4,0.1389,223.19
P0107,2024-07,1,0,15,6,6.63,0.137,0.5744,20,0.74,4,0.1589,227.11
P0107,2024-08,1,0,15,6,6.63,0.137,0.5744,20,0.38,2,0.0624,208.2
P0107,2024-09,1,0,15,6,6.63,0.137,0.5744,28,0.64,2,0.1273,220.92
P0107,2024-10,1,0,15,6,6.63,0.137,0.5744,20,0.56,1,0.123,220.07
P0107,2024-11,1,0,15,6,6.63,0.137,0.5744,28,0.84,5,0.1986,234.89
P0107,2024-12,1,0,15,6,6.63,0.137,0.5744,23,0.21,2,0.0723,210.14
P0107,2025-01,1,0,15,6,6.63,0.137,0.5744,22,0.67,2,0.1386,223.13
P0107,2025-02,1,1,15,6,6.63,0.137,0.5744,26,0.67,7,0.2246,239.98
P0107,2025-03,1,1,15,6,6.63,0.137,0.5744,23,0.66,10,0.1783,230.91
P0107,2025-04,1,1,15,6,6.63,0.137,0.5744,22,0.68,7,0.22,239.08
P0107,2025-05,1,1,15,6,6.63,0.137,0.5744,21,0.47,7,0.2013,235.42
P0107,2025-06,1,1,15,6,6.63,0.137,0.5744,24,0.94,8,0.1887,232.95
P0107,2025-07,1,1,15,6,6.63,0.137,0.5744,23,0.61,5,0.2206,239.2
P0107,2025-08,1,1,15,6,6.63,0.137,0.5744,28,0.13,9,0.1704,229.36
P0107,2025-09,1,1,15,6,6.63,0.137,0.5744,22,0.28,8,0.1265,220.76
P0107,2025-10,1,1,15,6,6.63,0.137,0.5744,27,0.41,8,0.2582,246.57
P0107,2025-11,1,1,15,6,6.63,0.137,0.5744,22,0.43,10,0.2114,237.4
P0107,2025-12,1,1,15,6,6.63,0.137,0.5744,27,0.61,11,0.1784,230.93
P0108,2024-01,1,0,14,6,5.8,0.147,0.5706,25,0.22,6,0.1065,993.27
P0108,2024-02,1,0,14,6,5.8,0.147,0.5706,25,0.31,2,0.098,985.64
P0108,2024-03,1,0,14,6,5.8,0.147,0.5706,26,0.26,4,0.1648,1045.61
P0108,2024-04,1,0,14,6,5.8,0.147,0.5706,28,0.38,1,0.1537,1035.64
P0108,2024-05,1,0,14,6,5.8,0.147,0.5706,26,0.53,5,0.1176,1003.24
P0108,2024-06,1,0,14,6,5.8,0.147,0.5706,24,0.35,3,0.1396,1022.98
P0108,2024-07,1,0,14,6,5.8,0.147,0.5706,25,0.3,3,0.1212,1006.47
P0108,2024-08,1,0,14,6,5.8,0.147,0.5706,27,0.4,4,0.1399,1023.25
P0108,2024-09,1,0,14,6,5.8,0.147,0.5706,28,0.31,3,0.2084,1084.74
P0108,2024-10,1,0,14,6,5.8,0.147,0.5706,28,0.56,4,0.1473,1029.9
P0108,2024-11,1,0,14,6,5.8,0.147,0.5706,26,0.39,6,0.1319,1016.07
P0108,2024-12,1,0,14,6,5.8,0.147,0.5706,28,0.17,3,0.1758,1055.48
